Left_distance_reading, Front_distance_reading, Left_motor_speed, Right_motor_speed
795.043,2658.95,115,203.657
746.664,2660.17,115,191.226
741.233,2686.7,115,189.831
735.418,2699.93,115,188.337
734.777,2702.91,115,188.172
725.88,2713.09,115,185.886
743.49,2733.12,115,190.411
735.662,2746.36,115,188.399
735.512,2757.36,115,188.361
735.271,2776.05,115,188.299
734.216,2791.5,115,188.028
735.537,2812.95,115,188.367
734.707,2842.47,115,188.154
736.881,2862.12,115,188.712
735.878,2895.38,115,188.455
736.59,2921.83,115,188.638
736.875,2962.16,115,188.711
748.794,3001.47,115,191.773
750.613,3004.39,115,192.241
751.817,1208.01,115,192.55
749.556,1181.11,115,191.969
737.206,1142.18,118.039,184.773
741.782,1111.86,121.226,181.518
745.686,1091.3,123.286,179.473
745.14,1073.69,125.158,176.779
742.623,1044.54,128.36,171.961
743.029,1012.9,131.684,167.479
743.276,980.457,135.088,162.85
742.551,963.974,136.89,160.319
745.745,949.547,138.1,158.914
759.276,930.011,138.697,158.882
760.64,917.053,139.814,157.253
773.263,897.794,140.171,156.933
779.801,883.296,140.673,156.046
792.823,884.262,138.945,158.75
787.931,863.395,141.338,154.604
781.755,852.325,143.144,151.744
764.602,825.505,148.096,144.536
760.431,815.278,149.719,142.271
756.265,806.623,151.222,140.254
743.961,786.111,155.319,135.11
722.93,791.685,158.24,132.181
711.214,782.257,161.302,128.826
705.864,768.385,163.882,126.022
689.958,757.285,168.099,121.827
672.877,752.572,171.83,118.324
661.159,738.61,175.924,114.599
646.654,736.142,179.031,111.89
642.128,732.89,180.373,110.747
628.005,734.825,182.786,108.647
615.856,720.235,187.424,104.955
618.221,722.199,186.648,105.566
600.302,725.716,189.587,103.047
586.559,2960.04,115,150.088
583.782,729.626,192.133,100.774
576.728,2853.26,115,147.562
570.12,2822.28,115,145.864
552.329,2733.29,115,141.293
552.423,2717.75,115,141.317
540.519,2708.4,115,138.258
527.542,2696.89,115,134.924
533.842,2730.12,115,136.543
532.636,2758.38,115,136.233
518.018,2745.85,115,132.477
519.687,2747.02,115,132.906
510.558,2758.41,115,130.56
500.291,2758.83,115,127.922
490.755,2746.23,115,125.472
490.531,2760.21,115,125.414
486.215,2733.72,115,124.305
472.753,2770.95,115,120.846
462.759,2711.52,115,118.278
471.425,2713.47,115,120.505
459.599,2705.21,115,117.466
455.8,2695.15,115,116.49
445.093,2688.77,115,115
434.805,2677.15,115,115
427.248,2669.22,115,115
414.785,2660.85,115,115
410.25,2649.23,115,115
410.748,2683.67,115,115
404.61,2670.69,115,115
391.921,2624.45,118.736,115
384.562,2613.71,122.14,115
376.176,2604.36,126.019,115
367.486,2596.25,130.038,115
367.053,2586.94,130.238,115
356.912,2579.48,134.928,115
353.783,2570.09,136.375,115
338.619,2560.51,143.389,115
331.922,2551.09,146.486,115
330.808,2528.36,147.002,115
309.478,2496.5,156.866,115
308.012,2478.85,157.545,115
297.665,2448.07,162.33,115
294.987,2393.64,163.568,115
285.469,2373.86,167.97,115
279.668,2326.8,170.653,115
269.011,2329.92,175.582,115
259.418,2302.21,180.019,115
249.875,2227.5,184.433,115
246.655,2198.81,185.922,115
224.14,2157.4,196.335,115
226.454,2111.93,195.265,115
218.474,2082.18,198.956,115
213.921,2035.49,201.062,115
267.878,1985.91,176.107,115
327.11,1971.27,148.712,115
384.377,1930.65,122.226,115
450.536,1902.81,115,115.138
486.927,1890.71,115,124.488
503.887,1872.91,115,128.846
551.55,1863.35,115,141.093
589.401,1855.72,115,150.818
641.218,1869.7,115,164.132
677.961,1853.73,115,173.573
697.822,1842.99,115,178.677
757.869,1860.78,115,194.105
753.874,1874.36,115,193.079
758.145,1871.33,115,194.176
763.899,1894.22,115,195.655
741.494,1915.24,115,189.898
748.31,1936.46,115,191.649
748.933,1938.59,115,191.809
749.206,1966.15,115,191.879
748.436,2007.63,115,191.682
736.388,2019.84,115,188.586
731.615,2068.15,115,187.359
731.072,2105.19,115,187.22
722.202,2107.92,115,184.941
720.331,2164.61,115,184.46
724.08,2194.87,115,185.423
739.145,2217.59,115,189.294
736.666,2234.42,115,188.657
721.665,2235.88,115,184.803
736.322,2227.6,115,188.569
747.951,2221.22,115,191.557
746.808,2216.41,115,191.263
742.276,2219.44,115,190.099
738.174,2228.8,115,189.045
737.904,2220.16,115,188.975
728.656,2221.25,115,186.599
728.702,2225.48,115,186.611
747.956,2226.73,115,191.558
749.319,2235.62,115,191.908
738.164,2238.28,115,189.042
738.164,2258.41,115,189.042
737.55,2236.96,115,188.884
739.695,2289.61,115,189.436
740.187,2290.21,115,189.562
738.236,2308.6,115,189.061
748.433,2319.42,115,191.681
748.976,2336.23,115,191.82
745.845,2330.77,115,191.016
735.899,2381.68,115,188.46
736.464,2389.3,115,188.605
736.583,2410.57,115,188.636
745.961,2440.65,115,191.046
745.218,2457,115,190.855
745.45,2492.75,115,190.914
738.982,2526.72,115,189.252
731.607,2557.55,115,187.357
739.715,2614.4,115,189.441
735.07,2645.03,115,188.247
732.063,2680.39,115,187.475
737.763,2733.23,115,188.939
734.97,2784.68,115,188.221
729.019,2832.29,115,186.692
736.288,2823.91,115,188.56
732.893,2884.3,115,187.688
739.935,2941.45,115,189.497
730.471,3008.49,115,187.065
735.109,3115.52,115,188.257
733.745,3334.95,115,187.907
725.604,3614.87,115,185.815
721.157,3670.4,115,184.672
720.135,3873.63,115,184.41
724.99,3468.72,115,185.657
728.386,3257.9,115,186.53
721.917,3077.33,115,184.868
721.359,3055.95,115,184.724
719.519,3042.04,115,184.251
719.005,3031.32,115,184.119
715.344,3011.99,115,183.179
713.489,2993.54,115,182.702
709.031,2981.23,115,181.557
713.42,2964.81,115,182.684
713.242,2947.56,115,182.638
713.028,2926.31,115,182.584
704.692,2920.38,115,180.442
703.943,2905.23,115,180.249
700.359,2888.97,115,179.328
700.657,2873,115,179.405
698.415,1556.06,115,178.829
699.048,1494.92,115,178.991
683.63,1437.1,115,175.03
682.833,1382.04,115,174.825
683.597,1325.24,115,175.022
674.031,1270.08,115,172.564
671.97,1228.66,115,172.034
668.354,1190.59,115,171.105
665.02,1174.47,115,170.248
655.349,617.521,194.132,98.7045
658.384,542.314,203.86,89.87
655.677,535.909,205.498,88.7471
646.984,753.957,176.376,114.119
617.721,1067.7,131.571,145.943
616.51,1096.43,126.968,149.056
608.103,1109.88,125.009,148.596
601.258,1100.94,126.704,145.895
604.686,1093.13,127.908,145.821
592.248,1082.58,130.156,141.636
588.52,1072.67,132.031,139.634
588.87,1046.2,136.624,136.747
583.84,1030.61,139.646,133.857
579.497,991.697,146.829,128.594
574.481,995.228,146.591,127.879
562.466,996.197,147.341,125.341
556.678,1002.35,146.632,124.713
553.417,1011.34,145.173,124.929
545.89,1016.77,144.657,123.807
541.894,1004.5,147.312,121.66
504.42,1024.64,145.812,115.243
301.65,1029.97,185.421,103.383
277.921,1038.46,193.047,104.085
251.061,1036.21,203.716,103.899
241.599,1067.37,202.915,106.475
227.88,2358.67,194.606,115
210.759,2349.69,202.524,115
193.741,2335.41,210.395,115
186.759,2317.16,213.624,115
187.349,2295.96,213.351,115
183.51,2281.74,215.127,115
196.51,2255.05,209.114,115
210.754,2237.16,202.526,115
274.972,2197.02,172.825,115
506.816,2180.48,115,129.598
502.067,2296.05,115,128.378
510.852,2623.96,115,130.636
510.44,2612.25,115,130.53
506.724,2797.5,115,129.575
508.032,2686.23,115,129.911
515.838,2559.74,115,131.917
515.702,2488.26,115,131.882
516.815,2526.57,115,132.168
519.229,2559.26,115,132.788
521.763,2422.04,115,133.439
514.204,2329.29,115,131.497
523.256,2339.66,115,133.823
514.476,2265.16,115,131.567
515.376,2203.23,115,131.798
515.599,2135.18,115,131.855
514.489,2122.45,115,131.57
515.009,2062.89,115,131.704
517.707,2019.87,115,132.397
523.35,1962.89,115,133.847
524.409,1943.05,115,134.119
513.996,1934.03,115,131.443
519.894,1921.09,115,132.959
517.014,1913.7,115,132.219
517.994,1901.17,115,132.471
518.481,1891.42,115,132.596
518.161,1863.28,115,132.513
512.552,1855.88,115,131.072
513.314,1844.47,115,131.268
514.572,1835.27,115,131.591
509.739,1816.2,115,130.35
510.477,1805.72,115,130.539
510.992,1788.85,115,130.672
509.497,1777.23,115,130.288
515.215,1769.35,115,131.757
514.69,1752.58,115,131.622
509.834,1745.55,115,130.374
511.76,1735.12,115,130.869
510.449,1722.64,115,130.532
512.597,1702.53,115,131.084
509.749,1700.66,115,130.352
509.749,1689.1,115,130.352
507.834,1684.45,115,129.86
508.051,1668.99,115,129.916
502.885,1664.39,115,128.588
502.555,1651.44,115,128.504
507.987,1624.46,115,129.899
501.941,1624.23,115,128.346
503.203,1612.38,115,128.67
502.677,1600.8,115,128.535
499.253,1584.55,115,127.655
498.567,1584.22,115,127.479
499.924,1568.25,115,127.828
500.392,1555.56,115,127.948
499.225,1550.97,115,127.648
499.225,1540.13,115,127.648
495.433,1536.24,115,126.674
492.168,1516.05,115,125.835
495.221,1516.3,115,126.619
495.005,1508.82,115,126.564
496.822,1455.01,115,127.031
700.885,1437.7,115,179.463
1117.31,1435.38,115,286.462
1116.21,1434.01,115,286.178
1113.7,1412.93,115,285.533
1110.41,1395.26,115,284.687
1102.83,1365.99,115,282.741
975.935,1350.82,115,250.136
801.87,1337.06,115,205.411
737.034,1315.07,115,188.752
667.025,1300.76,115,170.763
618.055,1284.74,115,158.181
620.042,1274.16,115,158.691
620.022,1260.24,115,158.686
625.149,1264.44,115,160.003
641.366,1246.55,115,164.17
666.703,1240.51,115,170.681
682.828,1211.23,115,174.824
699.997,1198.44,115,179.235
699.135,1162.43,115.956,177.98
698.66,1147.96,117.786,175.886
716.945,1144,118.074,179.944
721.853,1124.16,120.317,178.378
724.297,1114.78,121.343,177.655
722.664,1111.53,121.758,176.796
730.246,1110.8,121.643,178.546
740.035,1095.37,123.046,178.704
727.416,1100.57,122.876,176.4
737.69,1089.3,123.782,177.265
735.982,1086.38,124.163,176.436
735.471,1080.84,124.788,175.519
741.978,1074.11,125.248,176.092
738.539,1070.95,125.737,174.822
752.333,1079.68,124.24,179.359
749.108,1066.64,125.717,176.686
751.787,1064.82,125.78,177.047
751.256,1067.81,125.498,177.362
756.066,1065.98,125.464,178.222
753.144,1053.4,126.876,175.686
754.337,1066.22,125.52,177.852
755.573,1070.06,125.077,178.709
752.269,1070.85,125.143,178.046
761.343,1079.5,123.896,181.475
751.367,1088.05,123.421,180.359
759.798,1093.28,122.598,183.156
754.09,1087.43,123.384,180.92
758.655,1093.02,122.662,182.844
759.097,1093.98,122.552,183.092
756.109,1100.91,121.957,183.399
766.871,1108.5,120.9,187.147
762.568,1122.45,119.654,188.186
762.568,1135.28,118.4,190.106
761.784,1135.28,118.412,189.911
758.193,1138.85,118.112,189.545
762.392,1156.62,116.312,193.261
765.343,1168.97,115.1,195.87
760.013,1188.76,115,194.656
769.075,1217.67,115,196.984
759.583,1227.93,115,194.546
762.768,1266.59,115,195.364
752.296,1303.49,115,192.673
749.717,1384.47,115,192.011
755.097,1432.38,115,193.393
747.251,1482.02,115,191.377
748.113,1558.01,115,191.598
751.387,1621.82,115,192.44
746.271,1645.84,115,191.125
747.085,1743.81,115,191.334
749.321,1840.23,115,191.909
747.557,4138.79,115,191.456
736.211,3898.74,115,188.54
739.264,3890.22,115,189.325
739.633,3865.66,115,189.419
733.215,3856.17,115,187.771
729.493,3834.88,115,186.814
729.564,3824.77,115,186.832
729.028,3807.58,115,186.695
730.447,3789.53,115,187.059
730.447,3774.6,115,187.059
727.835,3782.34,115,186.388
727.986,3751.56,115,186.427
723.277,3516.91,115,185.217
725.686,3501.73,115,185.836
725.096,3484.4,115,185.684
712.91,3466.01,115,182.553
709.339,3451.86,115,181.636
720.938,1799.3,115,184.616
717.995,1701.44,115,183.86
710.479,1623.64,115,181.929
709.084,1552.61,115,181.57
698.77,1490.52,115,178.92
700.914,1443.06,115,179.471
691.719,1388.79,115,177.108
692.523,1339.64,115,177.315
682.545,1285.35,115,174.751
682.261,1236.24,115,174.678
682.113,1201.53,115,174.64
672.643,1165.04,115.685,171.557
666.092,1137.4,119.592,166.306
672.126,1104.97,123.975,163.586
657.036,1072.99,129.024,155.86
657.278,1026.14,135.751,149.983
652.921,1013.1,137.925,147.361
643.744,998.011,140.817,143.446
437.553,981.646,159.406,99.398
413.854,987.718,157.982,99.8981
360.988,985.9,172.218,99.7484
336.736,969.471,184.043,98.396
318.82,979.119,188.411,99.19
303.133,1000.42,190.118,100.944
290.855,1077.6,181.369,107.322
287.58,1111.31,176.982,110.119
279.987,1160.77,172.038,114.231
277.862,1205.88,171.489,115
274.197,1213.71,173.184,115
276.364,1233.64,172.182,115
281.261,1280.9,169.917,115
291.141,1344.48,165.347,115
293.167,1358.32,164.41,115
306.712,2958.41,158.146,115
328.328,2936.29,148.148,115
369.359,2915.68,129.171,115
544.633,2909.64,115,139.315
544.585,2893.62,115,139.303
549.768,2888.19,115,140.635
544.857,2868.27,115,139.373
542.078,2857.23,115,138.659
535.274,2844.12,115,136.911
532.717,2829.32,115,136.254
526.494,2819.66,115,134.655
527.187,2801.46,115,134.833
524.618,2785.42,115,134.173
520.279,2774.52,115,133.058
516.451,2761.34,115,132.074
509.561,2755.74,115,130.304
513.266,2734.03,115,131.256
512.17,2724.6,115,130.974
512.325,2715.18,115,131.014
512.325,2703.31,115,131.014
506.607,2700.57,115,129.545
499.426,2686.13,115,127.7
503.304,2674.17,115,128.696
497.386,2662.9,115,127.176
496.875,2647.18,115,127.044
492.818,2638.84,115,126.002
489.948,2630.46,115,125.264
488.561,2610.02,115,124.908
490.653,2609.33,115,125.446
481.399,2586.1,115,123.068
478.639,2574.28,115,122.359
477.137,2567.79,115,121.973
477.137,2555.55,115,121.973
474.622,2555.55,115,121.326
475.004,2537.84,115,121.425
465.261,2532.78,115,118.921
473.645,2520.65,115,121.076
463.026,2513.59,115,118.347
462.841,2498.18,115,118.299
460.474,2485.96,115,117.691
461.822,2482.86,115,118.038
462.267,2471.65,115,118.152
454.577,2458.97,115,116.176
452.049,2434.02,115,115.527
443.702,2406.99,115,115
443.702,2394.81,115,115
443.221,2401.49,115,115
440.464,2390.19,115,115
440.59,2380.92,115,115
434.721,2367.02,115,115
427.239,2348.21,115,115
431.355,2341.9,115,115
429.078,2328.65,115,115
433.408,2317.64,115,115
428.366,2309.03,115,115
424.354,2293.1,115,115
420.712,2282.07,115,115
419.245,2274.31,115,115
415.886,2261.08,115,115
415.45,2249.72,115,115
409.074,2239.8,115,115
411.372,2225.81,115,115
408.688,2210.57,115,115
411.892,2205.08,115,115
400.439,2186.24,115,115
397.809,2174.97,116.013,115
398.963,2164.85,115.48,115
395.767,2150.93,116.958,115
393.488,2142.22,118.012,115
384.962,2131.95,121.955,115
389.5,2119.59,119.856,115
384.051,2108.24,122.376,115
377.911,2091.19,125.216,115
380.581,2085.04,123.981,115
378.592,2070.03,124.901,115
375.575,2059.08,126.296,115
375.084,2050.52,126.524,115
373.898,2036.95,127.072,115
368.062,2024.14,129.771,115
365.73,2008.28,130.85,115
362.35,1997.07,132.413,115
358.724,1988.29,134.09,115
357.904,1979.8,134.47,115
345.456,1971.94,140.227,115
355.148,1954.38,135.744,115
350.482,1940.34,137.902,115
349.98,1937.63,138.134,115
348.303,1917.24,138.91,115
346.857,1911.2,139.578,115
344.389,1907.12,140.72,115
340.726,1903.07,142.414,115
337.01,1901.09,144.133,115
335.11,1906.94,145.012,115
330.641,2063.09,147.079,115
337.593,2047.45,143.863,115
333.186,2035.65,145.901,115
334.779,2022.52,145.165,115
319.811,2012.96,152.087,115
317.998,1999.93,152.926,115
323.82,2008.85,150.233,115
335.02,1987.75,145.053,115
326.574,1973.34,148.96,115
334.521,1960.31,145.284,115
334.563,1960.28,145.265,115
390.622,1947.72,119.337,115
609.26,1927.28,115,155.921
969.349,1929.72,115,248.444
1129.38,1910.32,115,289.563
1115.72,1899.52,115,286.053
1140.2,1878.09,115,292.343
1101.55,1686.74,115,282.411
835.52,1631.78,115,214.057
730.886,1604.12,115,187.172
674.406,1579.58,115,172.66
649.857,1548.48,115,166.352
625.547,1534.18,115,160.106
625.505,1519.02,115,160.095
637.798,1514.06,115,163.254
660.972,1508,115,169.208
670.702,1494.94,115,171.708
675.826,1479.84,115,173.025
694.548,1463.87,115,177.835
700.78,1455.73,115,179.437
706.142,1435.19,115,180.814
717.31,1424.75,115,183.684
717.821,1410.42,115,183.815
717.641,1393.43,115,183.769
726.328,1380.64,115,186.001
732.554,1363.49,115,187.601
727.748,1351.45,115,186.366
727.219,1336.59,115,186.23
727.727,1317.98,115,186.36
731.165,1307.86,115,187.244
734.184,1291.46,115,188.019
735.032,1268.78,115,188.237
745.534,1259.01,115,190.936
735.809,1244.37,115,188.437
743.177,1233.01,115,190.33
738.085,1223.69,115,189.022
740.006,1229.69,115,189.515
749.33,1220.1,115,191.911
747.362,1597.33,115,191.405
746.198,1747.54,115,191.106
755.46,1745.69,115,193.486
748.831,1750.14,115,191.783
752.049,1769.66,115,192.61
751.28,2111.36,115,192.412
732.984,2091.08,115,187.711
739.93,2073.48,115,189.496
730.585,2064.68,115,187.095
723.997,2067.23,115,185.402
731.068,2066,115,187.219
729.814,2065.09,115,186.897
737.497,2067.85,115,188.871
733.222,2149.37,115,187.772
740.901,2146.07,115,189.746
735.85,2152.35,115,188.447
741.105,2133.58,115,189.798
736.705,2127.42,115,188.667
740.869,2103.71,115,189.737
728.084,2100.25,115,186.452
727.088,2105.34,115,186.196
739.586,2123.52,115,189.407
739.788,2132.05,115,189.46
733.683,2162.62,115,187.891
730.904,2981.52,115,187.177
730.448,2999.42,115,187.059
733.652,3003.91,115,187.883
728.922,2990.81,115,186.667
730.21,2970.24,115,186.998
733.652,2953.39,115,187.883
731.831,2940.66,115,187.415
719.298,2929.38,115,184.195
728.597,2911.65,115,186.584
725.723,2894.87,115,185.845
725.348,2880,115,185.749
719.645,2866.83,115,184.284
719.803,2851.98,115,184.324
719.82,2838.92,115,184.329
718.665,2822.25,115,184.032
723.547,2812.01,115,185.286
718.553,2806.49,115,184.003
720.778,2824.19,115,184.575
721.301,3337.06,115,184.709
721.301,3361.51,115,184.709
718.606,3367.34,115,184.017
716.695,3395.87,115,183.526
710.327,3419.98,115,181.89
702.625,3410.17,115,179.911
709.875,3414.88,115,181.774
713.139,1549.3,115,182.612
710.698,1531.81,115,181.985
702.944,1488,115,179.993
695.68,1418.16,115,178.126
692.285,1371.08,115,177.254
692.899,1334.2,115,177.412
689.587,1263.45,115,176.561
687.258,1246.76,115,175.962
687.809,1191.95,115,176.104
674.039,1159.63,116.426,171.205
676.467,1118.82,121.968,166.459
669.19,1080.68,127.434,159.727
669.149,1063.9,129.764,157.546
669.401,1037.87,133.356,154.241
657.213,1008.94,138.224,147.795
656.852,971.959,143.554,143.052
648.09,939.697,149.063,137.17
634.589,944.05,149.772,134.887
616.513,926.147,154.453,129.012
612.036,925.12,155.102,127.974
612.036,911.281,157.35,126.368
606.106,926.878,155.453,126.96
601.945,916.077,157.703,124.874
594.675,918.898,158.038,123.715
579.289,927.915,158.15,121.565
585.823,915.431,159.623,121.528
577.023,927.81,158.411,121.088
577.269,922.985,159.242,120.614
568.351,932.237,158.534,119.779
560.976,936.579,158.506,118.713
555.237,936.063,159.195,117.469
549.379,955.208,156.159,118.228
543.716,968.078,154.214,118.344
533.285,964.218,155.908,115.725
530.37,985.888,151.863,117.255
530.37,990.832,150.879,117.746
524.673,1010.1,147.443,118.392
519.717,1012.41,147.323,117.511
519.848,1011.67,147.465,117.468
516.837,999.746,150.124,115.644
514.691,1010.85,147.996,116.238
507.131,1025.33,145.491,115.922
504.234,1023.93,145.973,115.135
496.694,2777.69,115,126.998
496.325,2759.06,115,126.903
495.92,2770.26,115,126.799
489.328,2745.01,115,125.105
483.048,2735.03,115,123.491
483.242,2721.88,115,123.541
479.491,2692.06,115,122.578
472.946,2691.05,115,120.896
473.073,2681.27,115,120.929
470.387,2671.98,115,120.238
465.444,2652.85,115,118.968
466.536,2634.39,115,119.249
463.461,2623.1,115,118.459
452.48,2589.35,115,115.637
449.689,2582.6,115,115
442.897,2579.8,115,115
446.386,2569.18,115,115
443.11,2551.26,115,115
437.598,2545.97,115,115
438.12,2542.37,115,115
427.127,2522,115,115
428.32,2499.58,115,115
426.555,2496.8,115,115
426.555,2484.63,115,115
415.113,2479.55,115,115
421.423,2467.98,115,115
418.735,2456.73,115,115
413.515,2443.46,115,115
413.663,2440.87,115,115
410.599,2419.83,115,115
405.687,2403.29,115,115
403.859,2413.25,115,115
392.995,2372,118.24,115
394.169,2358.88,117.697,115
391.199,2363.97,119.07,115
385.975,2357.12,121.487,115
385.975,2345.86,121.487,115
386.176,2347.84,121.394,115
382.552,2329.14,123.07,115
379.807,2310,124.339,115
372.102,2321.1,127.903,115
371.046,2301.03,128.391,115
369.461,2277.75,129.124,115
367.004,2272.33,130.261,115
363.498,2260.21,131.882,115
361.109,2247.74,132.987,115
360.217,2225.27,133.4,115
352.687,2215,136.882,115
349.085,2201.97,138.548,115
344.63,2197.31,140.609,115
345.491,2170.51,140.211,115
338.202,2159.85,143.581,115
341.496,2172.11,142.058,115
337.242,2153.7,144.025,115
331.47,2131.22,146.695,115
333.839,2280.05,145.599,115
322.774,2202.1,150.717,115
321.472,2257.96,151.319,115
325.272,2427.82,149.562,115
315.713,2490.65,153.983,115
313.973,2478.92,154.787,115
312.862,2447.26,155.301,115
310.312,2442.96,156.481,115
308.926,2409.32,157.122,115
308.495,2399.37,157.321,115
306.492,2359.46,158.247,115
308.48,2355.6,157.328,115
302.708,2327.89,159.997,115
300.919,2300.25,160.825,115
295.909,2274.33,163.142,115
299.924,2245.34,161.285,115
301.568,2226.27,160.525,115
392.473,2204.26,118.481,115
713.174,2185.3,115,182.621
1115.08,2174.97,115,285.89
1412.14,2164.49,115,300
1211.85,2181.49,115,300
872.927,2210.63,115,223.669
871.869,2246.05,115,223.397
727.782,2267.73,115,186.374
650.792,1900.83,115,166.592
632.831,1789.76,115,161.977
635.625,1768.03,115,162.695
635.625,1754.73,115,162.695
651.315,1743.69,115,166.727
674.83,1729.52,115,172.769
713.308,1688.78,115,182.656
733.571,1699.49,115,187.862
734.912,1672.86,115,188.206
746.305,1661.23,115,191.134
752.387,1652.99,115,192.697
742.902,1629.57,115,190.26
754.503,1603.88,115,193.24
754.567,1588.78,115,193.257
742.688,1608.5,115,190.204
742.509,1584.91,115,190.159
749.126,1528.24,115,191.859
741.921,1549.24,115,190.007
741.921,1533.61,115,190.007
740.989,1535.5,115,189.768
742.272,1492.9,115,190.098
740.202,1465.15,115,189.566
739.215,1447.95,115,189.312
747.142,1424.85,115,191.349
739.95,1411.41,115,189.501
740.921,1398.16,115,189.75
742.883,1376.35,115,190.255
755.124,1339.1,115,193.4
749.509,1346.59,115,191.957
749.509,1331.13,115,191.957
750.486,1332.72,115,192.208
753.264,1307.17,115,192.922
752.804,1291.69,115,192.804
752.804,1275.43,115,192.804
745.304,1274.32,115,190.877
744.871,1266.78,115,190.766
746.063,1249.94,115,191.072
736.5,1238.02,115,188.615
741.359,1224.63,115,189.863
737.565,1204.65,115,188.888
737.565,1191.07,115,188.888
735.709,1186.68,115,188.411
738.622,1165.77,115.46,188.546
735.769,1161.15,115.973,187.149
738.373,1135.26,118.776,184.066
737.239,1129.09,119.466,182.892
739.991,1111.64,121.297,181.048
745.671,1076.59,124.83,177.327
745.919,1076.91,124.787,177.432
746.853,1069.41,125.531,176.56
746.744,1055,127.04,174.434
746.055,1034.17,129.253,171.244
741.215,1025.81,130.435,168.935
737.446,1053.28,127.701,172.025
742.182,1075.51,125.091,176.343
747.961,1096.9,122.624,180.839
747.429,1527.54,115,191.423
745.936,1574.01,115,191.039
745.605,1548.79,115,190.954
738.698,1524.25,115,189.179
746.521,2159.82,115,191.189
746.521,2144.95,115,191.189
739.132,2283.76,115,189.291
738.15,2386.31,115,189.038
737.263,2371.41,115,188.811
731.594,2382.59,115,187.354
731.594,2367.74,115,187.354
729.968,2084.98,115,186.936
728.984,2502.45,115,186.683
728.984,2487.52,115,186.683
733.753,2491.28,115,187.909
729.656,2568.71,115,186.856
728.622,3073.23,115,186.59
727.699,3054.32,115,186.353
727.447,3026.43,115,186.289
727.484,3016.22,115,186.298
723.184,3010.96,115,185.193
728.08,2991.44,115,186.451
721.67,2992.38,115,184.804
717.856,2977.27,115,183.824
715.8,2983.49,115,183.296
707.244,2976.31,115,181.097
707.244,2989.77,115,181.097
712.768,2976.68,115,182.517
712.769,2989.11,115,182.517
714.243,2990.56,115,182.896
712.913,2998.51,115,182.554
711.326,3003.86,115,182.146
701.508,3012.84,115,179.624
701.508,3027.09,115,179.624
701.13,3023.22,115,179.526
695.562,1463.83,115,178.096
696.106,1423.8,115,178.236
692.763,1375.46,115,177.377
686.198,1315.67,115,175.69
686.226,1292.35,115,175.697
677.698,1252.7,115,173.506
678.943,1202.74,115,173.826
671.931,1150.61,117.681,169.491
673.847,1126.7,120.947,166.845
666.38,1112.5,123.085,163.161
657.819,1079.29,128.085,156.844
654.117,1055.84,131.643,153.007
652.763,1031.2,135.303,149.596
642.053,1017.22,138.062,145.438
640.089,999.552,140.862,142.83
629.879,961.983,147.464,136.057
623.102,980.92,145.094,136.864
620.343,954.413,149.546,133.133
621.191,964.647,147.84,134.523
608.948,933.459,154.07,128.304
600.907,921.909,156.843,125.327
588.738,930.95,156.615,123.846
584.179,916.198,159.673,121.279
576.548,915.01,160.74,119.6
572.971,926.381,159.101,120.101
568.633,936.585,157.715,120.302
557.75,944.248,157.409,118.848
555.149,950.142,156.562,118.919
552.722,955.591,155.769,118.974
540.825,960.937,155.859,117.001
535.416,971.948,154.194,116.955
384.979,976.164,165.922,98.9467
334.58,969.893,184.703,98.4307
296.632,996.339,193.184,100.608
284.166,2735.5,168.573,115
255.326,2676.16,181.912,115
251.212,2656.64,183.814,115
231.385,2602.94,192.984,115
226.065,2565.02,195.445,115
221.94,2545.33,197.353,115
219.002,2510.69,198.711,115
217.759,2475.08,199.286,115
218.054,2466.65,199.15,115
219.397,2440.41,198.529,115
239.678,2398.41,189.149,115
249.422,2374.12,184.642,115
254.568,2339.53,182.263,115
281.531,2313.76,169.792,115
310.422,2307.19,156.43,115
501.166,2280.29,115,128.147
501.517,2268.94,115,128.237
502.058,2246.39,115,128.376
505.216,2239.3,115,129.187
504.936,2237.39,115,129.116
500.1,2222.26,115,127.873
509.083,2203.32,115,130.181
504.23,2195.27,115,128.934
499.49,2186.04,115,127.716
504.957,2168.97,115,129.121
504.681,2162.05,115,129.05
502.537,2153.27,115,128.499
504.718,2143.15,115,129.059
504.718,2138.55,115,129.059
503.798,2138.55,115,128.823
503.798,2126.9,115,128.823
500.786,2122.63,115,128.049
498.929,2105.45,115,127.572
503.913,2098.37,115,128.853
503.941,2088.07,115,128.86
503.222,2077.35,115,128.675
502.349,2065.72,115,128.451
505.395,2057.07,115,129.233
499.886,2048.69,115,127.818
503.331,2041.21,115,128.703
506.215,2032.31,115,129.444
504.344,2022.97,115,128.963
501.387,2001.37,115,128.204
504.089,1995.17,115,128.898
505.248,1992.56,115,129.196
503.499,1977.15,115,128.746
502.789,1972.54,115,128.564
503.387,1957.06,115,128.718
501.847,1945.74,115,128.322
505.258,1935.58,115,129.198
500.917,1918.31,115,128.083
496.771,1906.78,115,127.018
505.919,1899.6,115,129.368
502.902,1887.56,115,128.593
505.519,1871.2,115,129.265
503.008,1858.67,115,128.62
503.008,1856.04,115,128.62
508.813,1857.2,115,130.112
505.675,1840.26,115,129.305
503.241,1830.52,115,128.68
503.253,1813.64,115,128.683
503.057,1804.02,115,128.633
504.129,1795.27,115,128.908
505.196,1783.35,115,129.182
503.669,1780.74,115,128.79
